gene_name,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Nkd1,Q99MH6,NKD1_MOUSE,reviewed,Protein naked cuticle homolog 1 (Naked-1) (mNkd) (mNkd1),Nkd1,Mus musculus (Mouse),471
Fto,Q8BGW1,FTO_MOUSE,reviewed,Alpha-ketoglutarate-dependent dioxygenase FTO (Fat mass and obesity-associated protein) (Protein fatso) (U6 small nuclear RNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (EC 1.14.11.-) (U6 small nuclear RNA N(6)-methyladenosine-demethylase FTO) (EC 1.14.11.-) (mRNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (m6A(m)-demethylase FTO) (EC 1.14.11.-) (mRNA N(6)-methyladenosine demethylase FTO) (EC 1.14.11.53) (tRNA N1-methyl adenine demethylase FTO) (EC 1.14.11.-),Fto Kiaa1752,Mus musculus (Mouse),502
Mt4,P47945,MT4_MOUSE,reviewed,Metallothionein-4 (MT-4) (Metallothionein-IV) (MT-IV),Mt4,Mus musculus (Mouse),62
Cpne2,P59108,CPNE2_MOUSE,reviewed,Copine-2 (Copine II),Cpne2,Mus musculus (Mouse),548
Arl2bp,Q9D385,AR2BP_MOUSE,reviewed,ADP-ribosylation factor-like protein 2-binding protein (ARF-like 2-binding protein) (Binder of ARF2 protein 1),Arl2bp Bart Bart1,Mus musculus (Mouse),163
Adgrg1,Q8K209,AGRG1_MOUSE,reviewed,Adhesion G-protein coupled receptor G1 (G-protein coupled receptor 56) (Serpentine receptor cyt28) [Cleaved into: ADGRG1 N-terminal fragment (ADGRG1 NT) (GPR56 N-terminal fragment) (GPR56 NT) (GPR56(N)) (GPR56 extracellular subunit) (GPR56 subunit alpha); ADGRG1 C-terminal fragment (ADGRG1-CT) (GPR56 C-terminal fragment) (GPR56 CT) (GPR56(C)) (GPR56 seven-transmembrane subunit) (GPR56 7TM) (GPR56 subunit beta)],Adgrg1 Cyt28 Gpr56,Mus musculus (Mouse),687
Katnb1,Q8BG40,KTNB1_MOUSE,reviewed,Katanin p80 WD40 repeat-containing subunit B1 (Katanin p80 subunit B1) (p80 katanin),Katnb1,Mus musculus (Mouse),658
Ces2e,Q8BK48,EST2E_MOUSE,reviewed,Pyrethroid hydrolase Ces2e (EC 3.1.1.88) (carboxylesterase 2E),Ces2e Ces5,Mus musculus (Mouse),559
Cbfb,Q08024,PEBB_MOUSE,reviewed,Core-binding factor subunit beta (CBF-beta) (Polyomavirus enhancer-binding protein 2 beta subunit) (PEA2-beta) (PEBP2-beta) (SL3-3 enhancer factor 1 subunit beta) (SL3/AKV core-binding factor beta subunit),Cbfb Pebp2b Pebpb2,Mus musculus (Mouse),187
Hsd11b2,P51661,DHI2_MOUSE,reviewed,Corticosteroid 11-beta-dehydrogenase isozyme 2 (EC 1.1.1.-) (11-beta-hydroxysteroid dehydrogenase type 2) (11-DH2) (11-beta-HSD2) (NAD-dependent 11-beta-hydroxysteroid dehydrogenase),Hsd11b2 Hsd11k,Mus musculus (Mouse),386
Ctcf,Q61164,CTCF_MOUSE,reviewed,Transcriptional repressor CTCF (11-zinc finger protein) (CCCTC-binding factor) (CTCFL paralog),Ctcf,Mus musculus (Mouse),736
Pskh1,Q91YA2,KPSH1_MOUSE,reviewed,Serine/threonine-protein kinase H1 (EC 2.7.11.1) (Protein serine kinase H1) (PSK-H1),Pskh1,Mus musculus (Mouse),424
Nfatc3,P97305,NFAC3_MOUSE,reviewed,"Nuclear factor of activated T-cells, cytoplasmic 3 (NF-ATc3) (NFATc3) (NFATx) (T-cell transcription factor NFAT4) (NF-AT4)",Nfatc3 Nfat4,Mus musculus (Mouse),1075
Slc7a6,Q8BGK6,YLAT2_MOUSE,reviewed,Y+L amino acid transporter 2 (Solute carrier family 7 member 6) (y(+)L-type amino acid transporter 2) (Y+LAT2) (y+LAT-2),Slc7a6 Kiaa0245,Mus musculus (Mouse),515
Cdh1,P09803,CADH1_MOUSE,reviewed,Cadherin-1 (ARC-1) (Epithelial cadherin) (E-cadherin) (Uvomorulin) (CD antigen CD324) [Cleaved into: E-Cad/CTF1; E-Cad/CTF2; E-Cad/CTF3],Cdh1,Mus musculus (Mouse),884
Cyb5b,Q9CQX2,CYB5B_MOUSE,reviewed,Cytochrome b5 type B (Cytochrome b5 outer mitochondrial membrane isoform),Cyb5b Cyb5m,Mus musculus (Mouse),146
Nfat5,Q9WV30,NFAT5_MOUSE,reviewed,Nuclear factor of activated T-cells 5 (NF-AT5) (Rel domain-containing transcription factor NFAT5) (T-cell transcription factor NFAT5),Nfat5,Mus musculus (Mouse),1534
Zfhx3,Q61329,ZFHX3_MOUSE,reviewed,Zinc finger homeobox protein 3 (AT motif-binding factor 1) (AT-binding transcription factor 1) (Alpha-fetoprotein enhancer-binding protein) (Zinc finger homeodomain protein 3) (ZFH-3),Zfhx3 Atbf1,Mus musculus (Mouse),3726
Phlpp2,Q8BXA7,PHLP2_MOUSE,reviewed,PH domain leucine-rich repeat-containing protein phosphatase 2 (EC 3.1.3.16) (PH domain leucine-rich repeat-containing protein phosphatase-like) (PHLPP-like),Phlpp2 Phlppl,Mus musculus (Mouse),1320
Tat,Q8QZR1,ATTY_MOUSE,reviewed,Tyrosine aminotransferase (TAT) (EC 2.6.1.5) (L-tyrosine:2-oxoglutarate aminotransferase),Tat,Mus musculus (Mouse),454
Cmtr2,Q8BWQ4,CMTR2_MOUSE,reviewed,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (Cap methyltransferase 2) (Cap2 2'O-ribose methyltransferase 2) (MTr2) (FtsJ methyltransferase domain-containing protein 1),Cmtr2 Ftsjd1,Mus musculus (Mouse),767
Aars,Q8BGQ7,SYAC_MOUSE,reviewed,"Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS) (Protein sticky) (Sti)",Aars,Mus musculus (Mouse),968
Zfp1,P08042,ZFP1_MOUSE,reviewed,Zinc finger protein 1 (Zfp-1) (Protein mKR1),Zfp1 Fnp-1 Zfp-1,Mus musculus (Mouse),402
Gan,Q8CA72,GAN_MOUSE,reviewed,Gigaxonin,Gan,Mus musculus (Mouse),597
Cmip,Q9D486,CMIP_MOUSE,reviewed,C-Maf-inducing protein (c-Mip),Cmip Kiaa1694,Mus musculus (Mouse),773
Cdh13,Q9WTR5,CAD13_MOUSE,reviewed,Cadherin-13 (Heart cadherin) (H-cadherin) (Truncated cadherin) (T-cad) (T-cadherin),Cdh13,Mus musculus (Mouse),714
Usp10,P52479,UBP10_MOUSE,reviewed,Ubiquitin carboxyl-terminal hydrolase 10 (EC 3.4.19.12) (Deubiquitinating enzyme 10) (Ubiquitin thioesterase 10) (Ubiquitin-specific-processing protease 10),Usp10 Kiaa0190 Ode-1 Uchrp,Mus musculus (Mouse),792
Rpl13,P47963,RL13_MOUSE,reviewed,60S ribosomal protein L13 (A52),Rpl13,Mus musculus (Mouse),211
Afg3l1,Q920A7,AFG31_MOUSE,reviewed,AFG3-like protein 1 (EC 3.4.24.-),Afg3l1,Mus musculus (Mouse),789
Gnpat,P98192,GNPAT_MOUSE,reviewed,Dihydroxyacetone phosphate acyltransferase (DAP-AT) (DHAP-AT) (EC 2.3.1.42) (Acyl-CoA:dihydroxyacetonephosphateacyltransferase) (Glycerone-phosphate O-acyltransferase),Gnpat Dhapat,Mus musculus (Mouse),678
Sprtn,G3X912,SPRTN_MOUSE,reviewed,SprT-like domain-containing protein Spartan (Protein with SprT-like domain at the N terminus) (Spartan),Sprtn Gm505,Mus musculus (Mouse),497
Tsnax,Q9QZE7,TSNAX_MOUSE,reviewed,Translin-associated protein X (Translin-associated factor X),Tsnax Trax,Mus musculus (Mouse),290
Pard3,Q99NH2,PARD3_MOUSE,reviewed,Partitioning defective 3 homolog (PAR-3) (PARD-3) (Atypical PKC isotype-specific-interacting protein) (ASIP) (Ephrin-interacting protein) (PHIP),Pard3 Par3,Mus musculus (Mouse),1333
Nrp1,P97333,NRP1_MOUSE,reviewed,Neuropilin-1 (A5 protein) (CD antigen CD304),Nrp1 Nrp,Mus musculus (Mouse),923
Itgb1,P09055,ITB1_MOUSE,reviewed,Integrin beta-1 (Fibronectin receptor subunit beta) (VLA-4 subunit beta) (CD antigen CD29),Itgb1,Mus musculus (Mouse),798
Insr,P15208,INSR_MOUSE,reviewed,Insulin receptor (IR) (EC 2.7.10.1) (CD antigen CD220) [Cleaved into: Insulin receptor subunit alpha; Insulin receptor subunit beta],Insr,Mus musculus (Mouse),1372
Efnb2,P52800,EFNB2_MOUSE,reviewed,Ephrin-B2 (ELF-2) (EPH-related receptor tyrosine kinase ligand 5) (LERK-5) (HTK ligand) (HTK-L),Efnb2 Elf2 Epl5 Eplg5 Htkl Lerk5,Mus musculus (Mouse),336
Irs2,P81122,IRS2_MOUSE,reviewed,Insulin receptor substrate 2 (IRS-2) (4PS),Irs2,Mus musculus (Mouse),1321
Col4a1,P02463,CO4A1_MOUSE,reviewed,Collagen alpha-1(IV) chain [Cleaved into: Arresten],Col4a1,Mus musculus (Mouse),1669
Ankrd10,Q99LW0,ANR10_MOUSE,reviewed,Ankyrin repeat domain-containing protein 10,Ankrd10,Mus musculus (Mouse),415
Golga7,Q91W53,GOGA7_MOUSE,reviewed,Golgin subfamily A member 7,Golga7 MNCb-1213,Mus musculus (Mouse),137
Plekha2,Q9ERS5,PKHA2_MOUSE,reviewed,Pleckstrin homology domain-containing family A member 2 (PH domain-containing family A member 2) (PH domain-containing adaptor PHAD47) (Tandem PH domain-containing protein 2) (TAPP-2),Plekha2 Tapp2,Mus musculus (Mouse),425
Rab11fip1,Q9D620,RFIP1_MOUSE,reviewed,Rab11 family-interacting protein 1 (Rab11-FIP1) (Rab-coupling protein),Rab11fip1 Rcp,Mus musculus (Mouse),645
Tnks,Q6PFX9,TNKS1_MOUSE,reviewed,Poly [ADP-ribose] polymerase tankyrase-1 (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 5) (ARTD5) (Protein poly-ADP-ribosyltransferase tankyrase-1) (EC 2.4.2.-) (TRF1-interacting ankyrin-related ADP-ribose polymerase 1) (Tankyrase I) (Tankyrase-1) (TANK1),Tnks Tnks1,Mus musculus (Mouse),1320
Cnot7,Q60809,CNOT7_MOUSE,reviewed,CCR4-NOT transcription complex subunit 7 (EC 3.1.13.4) (CCR4-associated factor 1) (CAF-1),Cnot7 Caf1,Mus musculus (Mouse),285
Mtmr7,Q9Z2C9,MTMR7_MOUSE,reviewed,"Myotubularin-related protein 7 (Inositol 1,3-bisphosphate phosphatase) (EC 3.1.3.-) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)",Mtmr7,Mus musculus (Mouse),660
Mtus1,Q5HZI1,MTUS1_MOUSE,reviewed,Microtubule-associated tumor suppressor 1 homolog (AT2 receptor-binding protein) (Angiotensin-II type 2 receptor-interacting protein) (Coiled-coiled tumor suppressor gene 1 protein) (Mitochondrial tumor suppressor 1 homolog),Mtus1 Atbp Atip Cctsg1 Kiaa1288 Mtsg1,Mus musculus (Mouse),1210
Asah1,Q9WV54,ASAH1_MOUSE,reviewed,Acid ceramidase (AC) (ACDase) (Acid CDase) (EC 3.5.1.23) (Acylsphingosine deacylase) (N-acylethanolamine hydrolase ASAH1) (EC 3.5.1.-) (N-acylsphingosine amidohydrolase) [Cleaved into: Acid ceramidase subunit alpha; Acid ceramidase subunit beta],Asah1 Asah,Mus musculus (Mouse),394
Snx25,Q3ZT31,SNX25_MOUSE,reviewed,Sorting nexin-25,Snx25,Mus musculus (Mouse),840
Clcn3,P51791,CLCN3_MOUSE,reviewed,H(+)/Cl(-) exchange transporter 3 (Chloride channel protein 3) (ClC-3) (Chloride transporter ClC-3),Clcn3 Clc3,Mus musculus (Mouse),818
Msmo1,Q9CRA4,MSMO1_MOUSE,reviewed,Methylsterol monooxygenase 1 (EC 1.14.18.9) (C-4 methylsterol oxidase),Msmo1 Sc4mol,Mus musculus (Mouse),293
Psd3,Q2PFD7,PSD3_MOUSE,reviewed,PH and SEC7 domain-containing protein 3 (Exchange factor for ADP-ribosylation factor guanine nucleotide factor 6 D) (Exchange factor for ARF6 D) (Pleckstrin homology and SEC7 domain-containing protein 3),Psd3 Efa6d Kiaa0942,Mus musculus (Mouse),1037
Mau2,Q9D2X5,SCC4_MOUSE,reviewed,MAU2 chromatid cohesion factor homolog (MAU-2) (Cohesin loading complex subunit SCC4 homolog),Mau2 Kiaa0892 Scc4,Mus musculus (Mouse),619
Upf1,Q9EPU0,RENT1_MOUSE,reviewed,Regulator of nonsense transcripts 1 (EC 3.6.4.-) (ATP-dependent helicase RENT1) (Nonsense mRNA reducing factor 1) (NORF1) (Up-frameshift suppressor 1 homolog) (mUpf1),Upf1 Rent1,Mus musculus (Mouse),1124
Kxd1,Q80XH1,KXDL1_MOUSE,reviewed,KxDL motif-containing protein 1,Kxd1,Mus musculus (Mouse),177
Gdf15,Q9Z0J7,GDF15_MOUSE,reviewed,Growth/differentiation factor 15 (GDF-15) (Macrophage inhibitory cytokine 1) (MIC-1),Gdf15 Mic1 Sbf,Mus musculus (Mouse),303
Abhd8,Q8R0P8,ABHD8_MOUSE,reviewed,Protein ABHD8 (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 8) (Abhydrolase domain-containing protein 8),Abhd8,Mus musculus (Mouse),439
B3gnt3,Q5JCS9,B3GN3_MOUSE,reviewed,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 3 (EC 2.4.1.149) (Core 1 extending beta-1,3-N-acetylglucosaminyltransferase) (EC 2.4.1.146) (Core1-beta3GlcNAcT) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3) (BGnT-3) (Beta-1,3-Gn-T3) (Beta-1,3-N-acetylglucosaminyltransferase 3) (Beta3Gn-T3)",B3gnt3,Mus musculus (Mouse),372
Eps15l1,Q60902,EP15R_MOUSE,reviewed,Epidermal growth factor receptor substrate 15-like 1 (Epidermal growth factor receptor pathway substrate 15-related sequence) (Eps15-rs) (Eps15-related protein) (Eps15R),Eps15l1 Eps15-rs Eps15R,Mus musculus (Mouse),907
Smim7,Q5RKS2,SMIM7_MOUSE,reviewed,Small integral membrane protein 7,Smim7,Mus musculus (Mouse),75
Gab1,Q9QYY0,GAB1_MOUSE,reviewed,GRB2-associated-binding protein 1 (GRB2-associated binder 1) (Growth factor receptor bound protein 2-associated protein 1),Gab1,Mus musculus (Mouse),695
Usp38,Q8BW70,UBP38_MOUSE,reviewed,Ubiquitin carboxyl-terminal hydrolase 38 (EC 3.4.19.12) (Deubiquitinating enzyme 38) (Ubiquitin thioesterase 38) (Ubiquitin-specific-processing protease 38),Usp38,Mus musculus (Mouse),1042
Pkn1,P70268,PKN1_MOUSE,reviewed,Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N),Pkn1 Pkn Prk1 Prkcl1,Mus musculus (Mouse),946
Cc2d1a,Q8K1A6,C2D1A_MOUSE,reviewed,Coiled-coil and C2 domain-containing protein 1A (Five prime repressor element under dual repression-binding protein 1) (FRE under dual repression-binding protein 1) (Freud-1),Cc2d1a,Mus musculus (Mouse),943
Ier2,P17950,IER2_MOUSE,reviewed,Immediate early response gene 2 protein (CHX1) (Cycloheximide-induced gene protein) (Growth factor-inducible immediate early protein) (Proline-rich-induced protein 92) (Pip92) (T-lymphocyte-activated protein),Ier2,Mus musculus (Mouse),221
Nacc1,Q7TSZ8,NACC1_MOUSE,reviewed,Nucleus accumbens-associated protein 1 (NAC-1) (BTB/POZ domain-containing protein 14B),Nacc1 Btbd14b Nac1,Mus musculus (Mouse),514
Calr,P14211,CALR_MOUSE,reviewed,Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP),Calr,Mus musculus (Mouse),416
Junb,P09450,JUNB_MOUSE,reviewed,Transcription factor jun-B (MyD21),Junb Jun-b,Mus musculus (Mouse),344
Itfg1,Q99KW9,TIP_MOUSE,reviewed,T-cell immunomodulatory protein (Protein TIP) (Integrin-alpha FG-GAP repeat-containing protein 1) (Linkin),Itfg1 D8Wsu49e Lnkn-1 Tip,Mus musculus (Mouse),610
N4bp1,Q6A037,N4BP1_MOUSE,reviewed,NEDD4-binding protein 1 (N4BP1),N4bp1 Kiaa0615,Mus musculus (Mouse),893
Aktip,Q64362,AKTIP_MOUSE,reviewed,AKT-interacting protein (FT1) (Fused toes protein),Aktip Fif Ft1 Fts,Mus musculus (Mouse),292
Amfr,Q9R049,AMFR_MOUSE,reviewed,E3 ubiquitin-protein ligase AMFR (EC 2.3.2.27) (Autocrine motility factor receptor) (AMF receptor) (RING-type E3 ubiquitin transferase AMFR),Amfr,Mus musculus (Mouse),643
Ciapin1,Q8WTY4,CPIN1_MOUSE,reviewed,Anamorsin (Cytokine-induced apoptosis inhibitor 1) (Fe-S cluster assembly protein DRE2 homolog),Ciapin1,Mus musculus (Mouse),309
Dok4,Q99KE3,DOK4_MOUSE,reviewed,Docking protein 4 (Downstream of tyrosine kinase 4),Dok4,Mus musculus (Mouse),325
Cnot1,Q6ZQ08,CNOT1_MOUSE,reviewed,CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1),Cnot1 Kiaa1007,Mus musculus (Mouse),2375
Slc38a7,Q8BWH0,S38A7_MOUSE,reviewed,Putative sodium-coupled neutral amino acid transporter 7 (Solute carrier family 38 member 7),Slc38a7 Snat7,Mus musculus (Mouse),463
Cmtm4,Q8CJ61,CKLF4_MOUSE,reviewed,CKLF-like MARVEL transmembrane domain-containing protein 4 (Chemokine-like factor superfamily member 4),Cmtm4 Cklfsf4,Mus musculus (Mouse),208
Fhod1,Q6P9Q4,FHOD1_MOUSE,reviewed,FH1/FH2 domain-containing protein 1 (Formin homolog overexpressed in spleen 1) (FHOS) (Formin homology 2 domain-containing protein 1),Fhod1 Fhos1,Mus musculus (Mouse),1197
Smpd3,Q9JJY3,NSMA2_MOUSE,reviewed,Sphingomyelin phosphodiesterase 3 (EC 3.1.4.12) (Neutral sphingomyelinase 2) (nSMase-2) (nSMase2) (Neutral sphingomyelinase II),Smpd3,Mus musculus (Mouse),655
Ist1,Q9CX00,IST1_MOUSE,reviewed,IST1 homolog,Ist1 Kiaa0174,Mus musculus (Mouse),362
Atxn1l,P0C7T6,ATX1L_MOUSE,reviewed,Ataxin-1-like (Brother of ataxin-1),Atxn1l Boat,Mus musculus (Mouse),687
Marveld3,Q9D956,MALD3_MOUSE,reviewed,MARVEL domain-containing protein 3,Marveld3,Mus musculus (Mouse),376
Chst4,Q9R1I1,CHST4_MOUSE,reviewed,Carbohydrate sulfotransferase 4 (EC 2.8.2.-) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 3) (GST-3) (High endothelial cells N-acetylglucosamine 6-O-sulfotransferase) (HEC-GlcNAc6ST) (L-selectin ligand sulfotransferase) (LSST) (N-acetylglucosamine 6-O-sulfotransferase 2) (GlcNAc6ST-2) (Gn6st-2),Chst4 Gst3,Mus musculus (Mouse),388
Il34,Q8R1R4,IL34_MOUSE,reviewed,Interleukin-34 (IL-34),Il34,Mus musculus (Mouse),235
Sf3b3,Q921M3,SF3B3_MOUSE,reviewed,Splicing factor 3B subunit 3 (Pre-mRNA-splicing factor SF3b 130 kDa subunit) (SF3b130) (Spliceosome-associated protein 130) (SAP 130),Sf3b3 Kiaa0017,Mus musculus (Mouse),1217
Fuk,Q7TMC8,FCSK_MOUSE,reviewed,L-fucose kinase (Fucokinase) (EC 2.7.1.52),Fcsk Fuk,Mus musculus (Mouse),1090
Glg1,Q61543,GSLG1_MOUSE,reviewed,Golgi apparatus protein 1 (E-selectin ligand 1) (ESL-1) (Selel) (Golgi sialoglycoprotein MG-160),Glg1 Esl1 Mg160 Selel,Mus musculus (Mouse),1175
Mlkl,Q9D2Y4,MLKL_MOUSE,reviewed,Mixed lineage kinase domain-like protein,Mlkl,Mus musculus (Mouse),472
Tmem170,Q9D342,T170A_MOUSE,reviewed,Transmembrane protein 170A,Tmem170a D8Bwg1414e Tmem170,Mus musculus (Mouse),144
Gcsh,Q91WK5,GCSH_MOUSE,reviewed,"Glycine cleavage system H protein, mitochondrial (Lipoic acid-containing protein)",Gcsh,Mus musculus (Mouse),170
Hsdl1,Q8BTX9,HSDL1_MOUSE,reviewed,Inactive hydroxysteroid dehydrogenase-like protein 1,Hsdl1,Mus musculus (Mouse),330
Zdhhc7,Q91WU6,ZDHC7_MOUSE,reviewed,Palmitoyltransferase ZDHHC7 (EC 2.3.1.225) (GABA-A receptor-associated membrane protein 2) (Zinc finger DHHC domain-containing protein 7) (DHHC-7),Zdhhc7 Gramp2,Mus musculus (Mouse),308
Fbxo31,Q3TQF0,FBX31_MOUSE,reviewed,F-box only protein 31,Fbxo31 MNCb-2609,Mus musculus (Mouse),507
Slc7a5,Q9Z127,LAT1_MOUSE,reviewed,Large neutral amino acids transporter small subunit 1 (4F2 light chain) (4F2 LC) (4F2LC) (L-type amino acid transporter 1) (LAT1) (Solute carrier family 7 member 5),Slc7a5 Lat1,Mus musculus (Mouse),512
Mvd,Q99JF5,MVD1_MOUSE,reviewed,Diphosphomevalonate decarboxylase (EC 4.1.1.33) (Mevalonate (diphospho)decarboxylase) (MDDase) (Mevalonate pyrophosphate decarboxylase),Mvd,Mus musculus (Mouse),401
Cbfa2t3,O54972,MTG16_MOUSE,reviewed,Protein CBFA2T3 (Eight twenty one protein 2) (MTG8-related protein 2) (Protein ETO-2),Cbfa2t3 Cbfa2t3h Mtgr2,Mus musculus (Mouse),620
Chmp1a,Q921W0,CHM1A_MOUSE,reviewed,Charged multivesicular body protein 1a (Chromatin-modifying protein 1a) (CHMP1a),Chmp1a Chmp1 Pcoln3,Mus musculus (Mouse),196
Taf5l,Q91WQ5,TAF5L_MOUSE,reviewed,TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L (TAF5L) (PCAF-associated factor 65 beta) (PAF65-beta),Taf5l Paf65b,Mus musculus (Mouse),589
Irf2bp2,E9Q1P8,I2BP2_MOUSE,reviewed,Interferon regulatory factor 2-binding protein 2 (IRF-2-binding protein 2) (IRF-2BP2),Irf2bp2,Mus musculus (Mouse),570
Cwf19l2,Q8BG79,C19L2_MOUSE,reviewed,CWF19-like protein 2,Cwf19l2,Mus musculus (Mouse),887
Casp1,P29452,CASP1_MOUSE,reviewed,Caspase-1 (CASP-1) (EC 3.4.22.36) (Interleukin-1 beta convertase) (IL-1BC) (Interleukin-1 beta-converting enzyme) (ICE) (IL-1 beta-converting enzyme) (p45) [Cleaved into: Caspase-1 subunit p20; Caspase-1 subunit p10],Casp1 Il1bc,Mus musculus (Mouse),402
Casp4,P70343,CASP4_MOUSE,reviewed,Caspase-4 (CASP-4) (EC 3.4.22.64) (Caspase-11) (CASP-11) (Protease ICH-3) [Cleaved into: Caspase-4 subunit p10; Caspase-4 subunit p20],Casp4 Casp11 Caspl Ich3,Mus musculus (Mouse),373
Mmp7,Q10738,MMP7_MOUSE,reviewed,Matrilysin (EC 3.4.24.23) (Matrin) (Matrix metalloproteinase-7) (MMP-7) (Pump-1 protease) (Uterine metalloproteinase),Mmp7,Mus musculus (Mouse),264
Vstm5,Q9D806,VSTM5_MOUSE,reviewed,V-set and transmembrane domain-containing protein 5,Vstm5,Mus musculus (Mouse),199
Taf1d,Q9D4V4,TAF1D_MOUSE,reviewed,TATA box-binding protein-associated factor RNA polymerase I subunit D (TATA box-binding protein-associated factor 1D) (TBP-associated factor 1D) (Transcription initiation factor SL1/TIF-IB subunit D),Taf1d Josd3,Mus musculus (Mouse),322
Slc44a2,Q8BY89,CTL2_MOUSE,reviewed,Choline transporter-like protein 2 (Solute carrier family 44 member 2),Slc44a2 Ctl2,Mus musculus (Mouse),706
Dnm2,P39054,DYN2_MOUSE,reviewed,Dynamin-2 (EC 3.6.5.5) (Dynamin UDNM),Dnm2 Dyn2,Mus musculus (Mouse),870
Smarca4,Q3TKT4,SMCA4_MOUSE,reviewed,Transcription activator BRG1 (EC 3.6.4.-) (ATP-dependent helicase SMARCA4) (BRG1-associated factor 190A) (BAF190A) (Protein brahma homolog 1) (SNF2-beta) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4),Smarca4 Baf190a Brg1 Snf2b Snf2l4,Mus musculus (Mouse),1613
Ldlr,P35951,LDLR_MOUSE,reviewed,Low-density lipoprotein receptor (LDL receptor),Ldlr,Mus musculus (Mouse),862
Prkcsh,O08795,GLU2B_MOUSE,reviewed,Glucosidase 2 subunit beta (80K-H protein) (Glucosidase II subunit beta) (Protein kinase C substrate 60.1 kDa protein heavy chain) (PKCSH),Prkcsh,Mus musculus (Mouse),521
Arhgap32,Q811P8,RHG32_MOUSE,reviewed,Rho GTPase-activating protein 32 (Brain-specific Rho GTPase-activating protein) (GAB-associated Cdc42/Rac GTPase-activating protein) (GC-GAP) (Rho-type GTPase-activating protein 32) (Rho/Cdc42/Rac GTPase-activating protein RICS) (RhoGAP involved in the beta-catenin-N-cadherin and NMDA receptor signaling) (p200RhoGAP) (p250GAP),Arhgap32 Grit Kiaa0712 Rics,Mus musculus (Mouse),2089
Srpr,Q9DBG7,SRPRA_MOUSE,reviewed,Signal recognition particle receptor subunit alpha (SR-alpha) (Docking protein alpha) (DP-alpha),Srpra Srpr,Mus musculus (Mouse),636
Msantd2,Q6NZR2,MSD2_MOUSE,reviewed,Myb/SANT-like DNA-binding domain-containing protein 2,Msantd2,Mus musculus (Mouse),559
Hspa8,P63017,HSP7C_MOUSE,reviewed,Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8),Hspa8 Hsc70 Hsc73,Mus musculus (Mouse),646
Dpagt1,P42867,GPT_MOUSE,reviewed,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.15) (GlcNAc-1-P transferase) (G1PT) (GPT) (N-acetylglucosamine-1-phosphate transferase),Dpagt1 Dpagt2 Gnpta,Mus musculus (Mouse),410
H2afx,P27661,H2AX_MOUSE,reviewed,Histone H2AX (H2a/x) (Histone H2A.X),H2afx H2a.x H2ax Hist5-2ax,Mus musculus (Mouse),143
Ddx6,P54823,DDX6_MOUSE,reviewed,Probable ATP-dependent RNA helicase DDX6 (EC 3.6.4.13) (ATP-dependent RNA helicase p54) (DEAD box protein 6) (Oncogene RCK homolog),Ddx6 Hlr2 Rck,Mus musculus (Mouse),483
Zpr1,Q62384,ZPR1_MOUSE,reviewed,Zinc finger protein ZPR1 (Zinc finger protein 259),Zpr1 Zfp259 Znf259,Mus musculus (Mouse),459
Bud13,Q8R149,BUD13_MOUSE,reviewed,BUD13 homolog,Bud13,Mus musculus (Mouse),637
Nxpe4,Q52KP5,NXPE4_MOUSE,reviewed,NXPE family member 4 (Protein FAM55D),Nxpe4 Fam55d,Mus musculus (Mouse),543
Usp28,Q5I043,UBP28_MOUSE,reviewed,Ubiquitin carboxyl-terminal hydrolase 28 (EC 3.4.19.12) (Deubiquitinating enzyme 28) (Ubiquitin thioesterase 28) (Ubiquitin-specific-processing protease 28),Usp28 Kiaa1515,Mus musculus (Mouse),1051
Plet1,Q8VEN2,PLET1_MOUSE,reviewed,Placenta-expressed transcript 1 protein (Antigen mAgK114),Plet1,Mus musculus (Mouse),237
