gene_name,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Cldn12,Q9ET43,CLD12_MOUSE,reviewed,Claudin-12,Cldn12,Mus musculus (Mouse),244
Dmtf1,Q8CE22,DMTF1_MOUSE,reviewed,Cyclin-D-binding Myb-like transcription factor 1 (Cyclin-D-interacting Myb-like protein 1) (mDmp1),Dmtf1 Dmp1,Mus musculus (Mouse),761
Phtf2,Q8CB19,PHTF2_MOUSE,reviewed,Protein PHTF2,Phtf2,Mus musculus (Mouse),747
Ptpn12,P35831,PTN12_MOUSE,reviewed,Tyrosine-protein phosphatase non-receptor type 12 (EC 3.1.3.48) (MPTP-PEST) (Protein-tyrosine phosphatase P19) (P19-PTP),Ptpn12,Mus musculus (Mouse),775
Tomm7,Q9D173,TOM7_MOUSE,reviewed,Mitochondrial import receptor subunit TOM7 homolog (Translocase of outer membrane 7 kDa subunit homolog),Tomm7,Mus musculus (Mouse),55
Kmt2c,Q8BRH4,KMT2C_MOUSE,reviewed,Histone-lysine N-methyltransferase 2C (Lysine N-methyltransferase 2C) (EC 2.1.1.354) (Myeloid/lymphoid or mixed-lineage leukemia protein 3 homolog),Kmt2c Mll3,Mus musculus (Mouse),4903
Hadha,Q8BMS1,ECHA_MOUSE,reviewed,"Trifunctional enzyme subunit alpha, mitochondrial (Monolysocardiolipin acyltransferase) (EC 2.3.1.-) (TP-alpha) [Includes: Long-chain enoyl-CoA hydratase (EC 4.2.1.17); Long chain 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.211)]",Hadha,Mus musculus (Mouse),763
Preb,Q9WUQ2,PREB_MOUSE,reviewed,Prolactin regulatory element-binding protein (Mammalian guanine nucleotide exchange factor mSec12),Preb Sec12,Mus musculus (Mouse),417
Gtf3c2,Q8BL74,TF3C2_MOUSE,reviewed,General transcription factor 3C polypeptide 2 (TF3C-beta) (Transcription factor IIIC 110 kDa subunit) (TFIIIC 110 kDa subunit) (TFIIIC110) (Transcription factor IIIC subunit beta),Gtf3c2 Kiaa0011,Mus musculus (Mouse),907
Eif2b4,Q61749,EI2BD_MOUSE,reviewed,Translation initiation factor eIF-2B subunit delta (eIF-2B GDP-GTP exchange factor subunit delta),Eif2b4 Eif2b Eif2bd Jgr1a,Mus musculus (Mouse),524
Ppm1g,Q61074,PPM1G_MOUSE,reviewed,Protein phosphatase 1G (EC 3.1.3.16) (Fibroblast growth factor-inducible protein 13) (FIN13) (Protein phosphatase 1C) (Protein phosphatase 2C isoform gamma) (PP2C-gamma) (Protein phosphatase magnesium-dependent 1 gamma),Ppm1g Fin13 Ppm1c,Mus musculus (Mouse),542
Pisd,Q8BSF4,PISD_MOUSE,reviewed,"Phosphatidylserine decarboxylase proenzyme, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase beta chain; Phosphatidylserine decarboxylase alpha chain]",Pisd,Mus musculus (Mouse),406
Nelfa,Q8BG30,NELFA_MOUSE,reviewed,Negative elongation factor A (NELF-A) (Wolf-Hirschhorn syndrome candidate 2 homolog) (mWHSC2),Nelfa Whsc2 Whsc2h,Mus musculus (Mouse),530
Nop14,Q8R3N1,NOP14_MOUSE,reviewed,Nucleolar protein 14 (Nucleolar complex protein 14),Nop14 Nol14,Mus musculus (Mouse),860
Bloc1s4,Q8VED2,BL1S4_MOUSE,reviewed,Biogenesis of lysosome-related organelles complex 1 subunit 4 (BLOC-1 subunit 4) (Protein cappuccino homolog),Bloc1s4 Cno,Mus musculus (Mouse),215
Mrfap1,Q9CQL7,MOFA1_MOUSE,reviewed,MORF4 family-associated protein 1 (Protein associated with MRG of 14 kDa),Mrfap1 Pam14 MNCb-1039,Mus musculus (Mouse),125
Wfs1,P56695,WFS1_MOUSE,reviewed,Wolframin,Wfs1,Mus musculus (Mouse),890
Wdr1,O88342,WDR1_MOUSE,reviewed,WD repeat-containing protein 1 (Actin-interacting protein 1) (AIP1),Wdr1,Mus musculus (Mouse),606
Hs3st1,O35310,HS3S1_MOUSE,reviewed,Heparan sulfate glucosamine 3-O-sulfotransferase 1 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 1) (Heparan sulfate 3-O-sulfotransferase 1),Hs3st1 3ost 3ost1,Mus musculus (Mouse),311
Fbxl5,Q8C2S5,FBXL5_MOUSE,reviewed,F-box/LRR-repeat protein 5 (F-box and leucine-rich repeat protein 5),Fbxl5,Mus musculus (Mouse),690
Prom1,O54990,PROM1_MOUSE,reviewed,Prominin-1 (Antigen AC133 homolog) (Prominin-like protein 1) (CD antigen CD133),Prom1 Prom Proml1,Mus musculus (Mouse),867
Lcorl,Q3U285,LCORL_MOUSE,reviewed,Ligand-dependent nuclear receptor corepressor-like protein (LCoR-like protein) (Mblk1-related protein 1) (Transcription factor MLR1),Lcorl Mlr1,Mus musculus (Mouse),600
Dhx15,O35286,DHX15_MOUSE,reviewed,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 (EC 3.6.4.13) (DEAH box protein 15),Dhx15 Ddx15 Deah9,Mus musculus (Mouse),795
Sel1l3,Q80TS8,SE1L3_MOUSE,reviewed,Protein sel-1 homolog 3 (Suppressor of lin-12-like protein 3) (Sel-1L3),Sel1l3 Kiaa0746,Mus musculus (Mouse),1137
Arap2,Q8BZ05,ARAP2_MOUSE,reviewed,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 2 (Centaurin-delta-1) (Cnt-d1)",Arap2 Centd1 Gm148 Kiaa0580,Mus musculus (Mouse),1703
Rell1,Q8K2J7,RELL1_MOUSE,reviewed,RELT-like protein 1,Rell1,Mus musculus (Mouse),272
Rfc1,P35601,RFC1_MOUSE,reviewed,Replication factor C subunit 1 (A1-P145) (Activator 1 140 kDa subunit) (A1 140 kDa subunit) (Activator 1 large subunit) (Activator 1 subunit 1) (Differentiation-specific element-binding protein) (ISRE-binding protein) (Replication factor C 140 kDa subunit) (RF-C 140 kDa subunit) (RFC140) (Replication factor C large subunit),Rfc1 Ibf-1 Recc1,Mus musculus (Mouse),1131
Pds5a,Q6A026,PDS5A_MOUSE,reviewed,Sister chromatid cohesion protein PDS5 homolog A,Pds5a Kiaa0648,Mus musculus (Mouse),1332
Rbm47,Q91WT8,RBM47_MOUSE,reviewed,RNA-binding protein 47 (RNA-binding motif protein 47),Rbm47,Mus musculus (Mouse),590
Apbb2,Q9DBR4,APBB2_MOUSE,reviewed,Amyloid-beta A4 precursor protein-binding family B member 2,Apbb2,Mus musculus (Mouse),760
Atp8a1,P70704,AT8A1_MOUSE,reviewed,Phospholipid-transporting ATPase IA (EC 7.6.2.1) (ATPase class I type 8A member 1) (Chromaffin granule ATPase II) (P4-ATPase flippase complex alpha subunit ATP8A1),Atp8a1 Atpc1,Mus musculus (Mouse),1164
Ociad2,Q9D8W7,OCAD2_MOUSE,reviewed,OCIA domain-containing protein 2,Ociad2,Mus musculus (Mouse),154
Chic2,Q9D9G3,CHIC2_MOUSE,reviewed,Cysteine-rich hydrophobic domain-containing protein 2,Chic2,Mus musculus (Mouse),165
Clock,O08785,CLOCK_MOUSE,reviewed,Circadian locomoter output cycles protein kaput (mCLOCK) (EC 2.3.1.48),Clock,Mus musculus (Mouse),855
Igfbp7,Q61581,IBP7_MOUSE,reviewed,Insulin-like growth factor-binding protein 7 (IBP-7) (IGF-binding protein 7) (IGFBP-7) (MAC25 protein),Igfbp7 Mac25,Mus musculus (Mouse),281
Uba6,Q8C7R4,UBA6_MOUSE,reviewed,Ubiquitin-like modifier-activating enzyme 6 (Ubiquitin-activating enzyme 6) (EC 6.2.1.45) (Ubiquitin-activating enzyme E1-like protein 2) (E1-L2),Uba6 Ube1l2,Mus musculus (Mouse),1053
Sult1d1,Q3UZZ6,ST1D1_MOUSE,reviewed,Sulfotransferase 1 family member D1 (ST1D1) (EC 2.8.2.-) (Amine N-sulfotransferase) (SULT-N) (Dopamine sulfotransferase Sult1d1) (Tyrosine-ester sulfotransferase),Sult1d1 St1d1,Mus musculus (Mouse),295
Ankrd17,Q99NH0,ANR17_MOUSE,reviewed,Ankyrin repeat domain-containing protein 17 (Ankyrin repeat domain-containing protein FOE) (Gene trap ankyrin repeat protein),Ankrd17 Foe Gtar Kiaa0697,Mus musculus (Mouse),2603
Rassf6,Q80UQ2,RASF6_MOUSE,reviewed,Ras association domain-containing protein 6,Rassf6,Mus musculus (Mouse),353
Rchy1,Q9CR50,ZN363_MOUSE,reviewed,RING finger and CHY zinc finger domain-containing protein 1 (EC 2.3.2.27) (Androgen receptor N-terminal-interacting protein) (CH-rich-interacting match with PLAG1) (E3 ubiquitin-protein ligase Pirh2) (RING-type E3 ubiquitin transferase RCHY1) (Zinc finger protein 363),Rchy1 Arnip Chimp Zfp363 Znf363,Mus musculus (Mouse),261
G3bp2,P97379,G3BP2_MOUSE,reviewed,Ras GTPase-activating protein-binding protein 2 (G3BP-2) (GAP SH3 domain-binding protein 2),G3bp2,Mus musculus (Mouse),482
Sdad1,Q80UZ2,SDA1_MOUSE,reviewed,Protein SDA1 homolog (SDA1 domain-containing protein 1),Sdad1,Mus musculus (Mouse),687
Cxcl9,P18340,CXCL9_MOUSE,reviewed,C-X-C motif chemokine 9 (Gamma-interferon-induced monokine) (Monokine induced by interferon-gamma) (MIG) (MuMIG) (Protein m119) (Small-inducible cytokine B9),Cxcl9 Mig Scyb9,Mus musculus (Mouse),126
Cxcl10,P17515,CXL10_MOUSE,reviewed,C-X-C motif chemokine 10 (10 kDa interferon gamma-induced protein) (Gamma-IP10) (IP-10) (C7) (Interferon-gamma induced protein CRG-2) (Small-inducible cytokine B10),Cxcl10 Crg2 Ifi10 Inp10 Scyb10,Mus musculus (Mouse),98
Nup54,Q8BTS4,NUP54_MOUSE,reviewed,Nuclear pore complex protein Nup54 (54 kDa nucleoporin) (Nucleoporin Nup54),Nup54,Mus musculus (Mouse),510
Scarb2,O35114,SCRB2_MOUSE,reviewed,Lysosome membrane protein 2 (85 kDa lysosomal membrane sialoglycoprotein) (LGP85) (Lysosome membrane protein II) (LIMP II) (Scavenger receptor class B member 2),Scarb2,Mus musculus (Mouse),478
Sowahb,Q8BZW2,SWAHB_MOUSE,reviewed,Ankyrin repeat domain-containing protein SOWAHB (Ankyrin repeat domain-containing protein 56) (Protein sosondowah homolog B),Sowahb Ankrd56,Mus musculus (Mouse),760
Ccni,Q9Z2V9,CCNI_MOUSE,reviewed,Cyclin-I,Ccni,Mus musculus (Mouse),377
Cnot6l,Q8VEG6,CNO6L_MOUSE,reviewed,CCR4-NOT transcription complex subunit 6-like (EC 3.1.13.4),Cnot6l,Mus musculus (Mouse),555
Antxr2,Q6DFX2,ANTR2_MOUSE,reviewed,Anthrax toxin receptor 2,Antxr2,Mus musculus (Mouse),487
Hnrnpd,Q60668,HNRPD_MOUSE,reviewed,Heterogeneous nuclear ribonucleoprotein D0 (hnRNP D0) (AU-rich element RNA-binding protein 1),Hnrnpd Auf1 Hnrpd,Mus musculus (Mouse),355
Hnrnpdl,Q9Z130,HNRDL_MOUSE,reviewed,Heterogeneous nuclear ribonucleoprotein D-like (hnRNP D-like) (hnRNP DL) (JKT41-binding protein),Hnrnpdl Hnrpdl Jktbp,Mus musculus (Mouse),301
Sec31a,Q3UPL0,SC31A_MOUSE,reviewed,Protein transport protein Sec31A (SEC31-like protein 1) (SEC31-related protein A),Sec31a Sec31l1,Mus musculus (Mouse),1230
Lin54,Q571G4,LIN54_MOUSE,reviewed,Protein lin-54 homolog,Lin54 Kiaa2037,Mus musculus (Mouse),749
Plac8,Q9JI48,PLAC8_MOUSE,reviewed,Placenta-specific gene 8 protein (Onzin) (Protein C15),Plac8,Mus musculus (Mouse),112
Hpse,Q6YGZ1,HPSE_MOUSE,reviewed,Heparanase (EC 3.2.1.166) (Endo-glucoronidase) [Cleaved into: Heparanase 8 kDa subunit; Heparanase 50 kDa subunit],Hpse Hpa,Mus musculus (Mouse),535
Wdfy3,Q6VNB8,WDFY3_MOUSE,reviewed,"WD repeat and FYVE domain-containing protein 3 (Beach domain, WD repeat and FYVE domain-containing protein 1) (BWF1)",Wdfy3,Mus musculus (Mouse),3508
Sparcl1,P70663,SPRL1_MOUSE,reviewed,SPARC-like protein 1 (Extracellular matrix protein 2) (Matrix glycoprotein Sc1),Sparcl1 Ecm2 Sc1,Mus musculus (Mouse),650
Fam69a,Q9D6I7,DIK1A_MOUSE,reviewed,Divergent protein kinase domain 1A (Protein FAM69A),Dipk1a Fam69a,Mus musculus (Mouse),428
Ep400,Q8CHI8,EP400_MOUSE,reviewed,E1A-binding protein p400 (EC 3.6.4.-) (Domino homolog) (mDomino) (p400 kDa SWI2/SNF2-related protein),Ep400 Kiaa1498,Mus musculus (Mouse),3072
Pus1,Q9WU56,TRUA_MOUSE,reviewed,tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I),Pus1 MNCb-0873,Mus musculus (Mouse),423
Ulk1,O70405,ULK1_MOUSE,reviewed,Serine/threonine-protein kinase ULK1 (EC 2.7.11.1) (Serine/threonine-protein kinase Unc51.1) (Unc-51-like kinase 1),Ulk1,Mus musculus (Mouse),1051
Coro1c,Q9WUM4,COR1C_MOUSE,reviewed,Coronin-1C (Coronin-3),Coro1c,Mus musculus (Mouse),474
Ssh1,Q76I79,SSH1_MOUSE,reviewed,Protein phosphatase Slingshot homolog 1 (EC 3.1.3.16) (EC 3.1.3.48) (SSH-like protein 1) (SSH-1L) (mSSH-1L),Ssh1 Kiaa1298 Ssh1l,Mus musculus (Mouse),1042
Kctd10,Q922M3,BACD3_MOUSE,reviewed,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3 (mBACURD3) (BTB/POZ domain-containing protein KCTD10),Kctd10,Mus musculus (Mouse),315
Git2,Q9JLQ2,GIT2_MOUSE,reviewed,ARF GTPase-activating protein GIT2 (ARF GAP GIT2) (Cool-interacting tyrosine-phosphorylated protein 2) (CAT-2) (CAT2) (G protein-coupled receptor kinase-interactor 2) (GRK-interacting protein 2),Git2,Mus musculus (Mouse),708
Unc119b,Q8C4B4,U119B_MOUSE,reviewed,Protein unc-119 homolog B,Unc119b,Mus musculus (Mouse),251
Mlec,Q6ZQI3,MLEC_MOUSE,reviewed,Malectin,Mlec Kiaa0152,Mus musculus (Mouse),291
Rnf10,Q3UIW5,RNF10_MOUSE,reviewed,RING finger protein 10 (Sid 2705),Rnf10 Kiaa0262 Rie2 Sid2705,Mus musculus (Mouse),804
Prkab1,Q9R078,AAKB1_MOUSE,reviewed,5'-AMP-activated protein kinase subunit beta-1 (AMPK subunit beta-1) (AMPKb),Prkab1,Mus musculus (Mouse),270
Tpcn1,Q9EQJ0,TPC1_MOUSE,reviewed,Two pore calcium channel protein 1 (Voltage-dependent calcium channel protein TPC1),Tpcn1 Kiaa1169 Tpc1,Mus musculus (Mouse),817
Oas2,E9Q9A9,OAS2_MOUSE,reviewed,"2'-5'-oligoadenylate synthase 2 ((2-5')oligo(A) synthase 2) (2-5A synthase 2) (EC 2.7.7.84) (2',5'-oligoadenylate synthetase-like 11)",Oas2 oasl11,Mus musculus (Mouse),742
Oas3,Q8VI93,OAS3_MOUSE,reviewed,"2'-5'-oligoadenylate synthase 3 ((2-5')oligo(A) synthase 3) (2-5A synthase 3) (EC 2.7.7.84) (2',5'-oligoadenylate synthetase-like 10)",Oas3 oasl10,Mus musculus (Mouse),1138
Oas1c,Q924S2,OAS1C_MOUSE,reviewed,"Inactive 2'-5' oligoadenylate synthetase 1C (2',5'-oligoadenylate synthetase-like 5)",Oas1c Oasl5,Mus musculus (Mouse),362
Ptpn11,P35235,PTN11_MOUSE,reviewed,Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase SYP) (SH-PTP2) (SHP-2) (Shp2),Ptpn11,Mus musculus (Mouse),593
Trafd1,Q3UDK1,TRAD1_MOUSE,reviewed,TRAF-type zinc finger domain-containing protein 1 (Protein FLN29),Trafd1 Fln29,Mus musculus (Mouse),580
Erp29,P57759,ERP29_MOUSE,reviewed,Endoplasmic reticulum resident protein 29 (ERp29),Erp29,Mus musculus (Mouse),262
Mapkapk5,O54992,MAPK5_MOUSE,reviewed,MAP kinase-activated protein kinase 5 (MAPK-activated protein kinase 5) (MAPKAP kinase 5) (MAPKAPK-5) (EC 2.7.11.1),Mapkapk5,Mus musculus (Mouse),473
Rad9b,Q6WBX7,RAD9B_MOUSE,reviewed,Cell cycle checkpoint control protein RAD9B (DNA repair exonuclease rad9 homolog B) (mRAD9B),Rad9b,Mus musculus (Mouse),403
Atp2a2,O55143,AT2A2_MOUSE,reviewed,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (SERCA2) (SR Ca(2+)-ATPase 2) (EC 7.2.2.10) (Calcium pump 2) (Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)",Atp2a2,Mus musculus (Mouse),1044
Vps33a,Q9D2N9,VP33A_MOUSE,reviewed,Vacuolar protein sorting-associated protein 33A,Vps33a Bf Buff,Mus musculus (Mouse),598
Sbno1,Q689Z5,SBNO1_MOUSE,reviewed,Protein strawberry notch homolog 1 (mSno1),Sbno1 Sno1,Mus musculus (Mouse),1390
Ncor2,Q9WU42,NCOR2_MOUSE,reviewed,"Nuclear receptor corepressor 2 (N-CoR2) (Silencing mediator of retinoic acid and thyroid hormone receptor) (SMRT) (SMRTe) (T3 receptor-associating factor) (TRAC) (Thyroid-, retinoic-acid-receptor-associated corepressor)",Ncor2 Smrt,Mus musculus (Mouse),2472
Chchd2,Q9D1L0,CHCH2_MOUSE,reviewed,Coiled-coil-helix-coiled-coil-helix domain-containing protein 2,Chchd2,Mus musculus (Mouse),153
Gusb,P12265,BGLR_MOUSE,reviewed,Beta-glucuronidase (EC 3.2.1.31),Gusb Gus Gus-s,Mus musculus (Mouse),648
Gtf2i,Q9ESZ8,GTF2I_MOUSE,reviewed,General transcription factor II-I (GTFII-I) (TFII-I) (Bruton tyrosine kinase-associated protein 135) (BAP-135) (BTK-associated protein 135),Gtf2i Bap135 Diws1t,Mus musculus (Mouse),998
Gtf2ird1,Q9JI57,GT2D1_MOUSE,reviewed,General transcription factor II-I repeat domain-containing protein 1 (GTF2I repeat domain-containing protein 1) (Binding factor for early enhancer),Gtf2ird1 Ben,Mus musculus (Mouse),1104
Eif4h,Q9WUK2,IF4H_MOUSE,reviewed,Eukaryotic translation initiation factor 4H (eIF-4H) (Williams-Beuren syndrome chromosomal region 1 protein homolog),Eif4h Wbscr1,Mus musculus (Mouse),248
Eln,P54320,ELN_MOUSE,reviewed,Elastin (Tropoelastin),Eln,Mus musculus (Mouse),860
Cldn4,O35054,CLD4_MOUSE,reviewed,Claudin-4 (Clostridium perfringens enterotoxin receptor) (CPE-R) (CPE-receptor),Cldn4 Cper Cpetr1,Mus musculus (Mouse),210
Wbscr22,Q9CY21,BUD23_MOUSE,reviewed,Probable 18S rRNA (guanine-N(7))-methyltransferase (EC 2.1.1.-) (Bud site selection protein 23 homolog) (Williams-Beuren syndrome chromosomal region 22 protein homolog) (rRNA methyltransferase and ribosome maturation factor),Bud23 Wbscr22,Mus musculus (Mouse),281
Tmem120a,Q8C1E7,TACAN_MOUSE,reviewed,Ion channel TACAN (Transmembrane protein 120A),Tmem120a Net29 Tacan,Mus musculus (Mouse),343
Ywhag,P61982,1433G_MOUSE,reviewed,"14-3-3 protein gamma [Cleaved into: 14-3-3 protein gamma, N-terminally processed]",Ywhag,Mus musculus (Mouse),247
Lrwd1,Q8BUI3,LRWD1_MOUSE,reviewed,Leucine-rich repeat and WD repeat-containing protein 1 (ORC-associated protein) (ORCA) (Origin recognition complex-associated protein),LRWD1 Orca,Mus musculus (Mouse),648
Cux1,P53564,CUX1_MOUSE,reviewed,Homeobox protein cut-like 1 (CCAAT displacement protein) (CDP) (Homeobox protein cux-1) [Cleaved into: CDP/Cux p110],Cux1 Cutl1 Cux Kiaa4047,Mus musculus (Mouse),1515
Cux1,P70403,CASP_MOUSE,reviewed,Protein CASP,Cux1 Cutl1,Mus musculus (Mouse),678
Serpine1,P22777,PAI1_MOUSE,reviewed,Plasminogen activator inhibitor 1 (PAI) (PAI-1) (Endothelial plasminogen activator inhibitor) (Serpin E1),Serpine1 Mr1 Pai1 Planh1,Mus musculus (Mouse),402
Mcm7,Q61881,MCM7_MOUSE,reviewed,DNA replication licensing factor MCM7 (EC 3.6.4.12) (CDC47 homolog),Mcm7 Cdc47 Mcmd7,Mus musculus (Mouse),719
Micall2,Q3TN34,MILK2_MOUSE,reviewed,MICAL-like protein 2 (Junctional Rab13-binding protein) (Molecule interacting with CasL-like 2) (MICAL-L2),Micall2 Jrab,Mus musculus (Mouse),1009
Ints1,Q6P4S8,INT1_MOUSE,reviewed,Integrator complex subunit 1 (Int1),Ints1,Mus musculus (Mouse),2195
Snx8,Q8CFD4,SNX8_MOUSE,reviewed,Sorting nexin-8,Snx8,Mus musculus (Mouse),459
Ttyh3,Q6P5F7,TTYH3_MOUSE,reviewed,Protein tweety homolog 3 (mTTY3),Ttyh3 Kiaa1691,Mus musculus (Mouse),524
Tnrc18,Q80WC3,TNC18_MOUSE,reviewed,Trinucleotide repeat-containing gene 18 protein (Zinc finger protein 469),Tnrc18 Kiaa1856 Zfp469,Mus musculus (Mouse),2878
Actb,P60710,ACTB_MOUSE,reviewed,"Actin, cytoplasmic 1 (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]",Actb,Mus musculus (Mouse),375
Rnf216,P58283,RN216_MOUSE,reviewed,E3 ubiquitin-protein ligase RNF216 (EC 2.3.2.27) (RING finger protein 216) (RING-type E3 ubiquitin transferase RNF216) (Triad domain-containing protein 3) (UbcM4-interacting protein 83) (Ubiquitin-conjugating enzyme 7-interacting protein 1),Rnf216 Triad3 Ubce7ip1 Uip83 Zin,Mus musculus (Mouse),853
Rac1,P63001,RAC1_MOUSE,reviewed,Ras-related C3 botulinum toxin substrate 1 (EC 3.6.5.2) (p21-Rac1),Rac1,Mus musculus (Mouse),192
Usp42,B2RQC2,UBP42_MOUSE,reviewed,Ubiquitin carboxyl-terminal hydrolase 42 (EC 3.4.19.12) (Deubiquitinating enzyme 42) (Ubiquitin thioesterase 42) (Ubiquitin-specific-processing protease 42),Usp42,Mus musculus (Mouse),1324
Baiap2l1,Q9DBJ3,BI2L1_MOUSE,reviewed,Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1 (BAI1-associated protein 2-like protein 1) (Insulin receptor tyrosine kinase substrate),Baiap2l1 Irtks,Mus musculus (Mouse),514
Ptcd1,Q8C2E4,PTCD1_MOUSE,reviewed,"Pentatricopeptide repeat-containing protein 1, mitochondrial",Ptcd1,Mus musculus (Mouse),695
Rnf6,Q9DBU5,RNF6_MOUSE,reviewed,E3 ubiquitin-protein ligase RNF6 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase RNF6) (RLIM-like protein),Rnf6,Mus musculus (Mouse),667
Cdx2,P43241,CDX2_MOUSE,reviewed,Homeobox protein CDX-2 (Caudal-type homeobox protein 2),Cdx2 Cdx-2,Mus musculus (Mouse),311
Hsph1,Q61699,HS105_MOUSE,reviewed,Heat shock protein 105 kDa (42 degrees C-HSP) (Heat shock 110 kDa protein) (Heat shock-related 100 kDa protein E7I) (HSP-E7I),Hsph1 Hsp105 Hsp110 Kiaa0201,Mus musculus (Mouse),858
Col1a2,Q01149,CO1A2_MOUSE,reviewed,Collagen alpha-2(I) chain (Alpha-2 type I collagen),Col1a2 Cola2,Mus musculus (Mouse),1372
Sdhaf3,Q8BQU3,SDHF3_MOUSE,reviewed,"Succinate dehydrogenase assembly factor 3, mitochondrial (SDH assembly factor 3) (SDHAF3)",Sdhaf3 Acn9,Mus musculus (Mouse),125
C1galt1,Q9JJ06,C1GLT_MOUSE,reviewed,"Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 (EC 2.4.1.122) (Core 1 O-glycan T-synthase) (T-syn) (Core 1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase 1) (Core 1 beta1,3-galactosyltransferase 1) (C1GalT1) (Core 1 beta3-Gal-T1)",C1galt1 Plt1,Mus musculus (Mouse),363
Phf14,Q9D4H9,PHF14_MOUSE,reviewed,PHD finger protein 14,Phf14,Mus musculus (Mouse),881
Tes,P47226,TES_MOUSE,reviewed,Testin (TES1/TES2),Tes,Mus musculus (Mouse),423
Met,P16056,MET_MOUSE,reviewed,Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met),Met,Mus musculus (Mouse),1379
Met,Q8CH25,SLTM_MOUSE,reviewed,SAFB-like transcription modulator (Modulator of estrogen-induced transcription) (SAF-like transcription modulator),Sltm Met,Mus musculus (Mouse),1031
Capza2,P47754,CAZA2_MOUSE,reviewed,F-actin-capping protein subunit alpha-2 (CapZ alpha-2),Capza2 Cappa2,Mus musculus (Mouse),286
Lsm8,Q6ZWM4,LSM8_MOUSE,reviewed,U6 snRNA-associated Sm-like protein LSm8,Lsm8,Mus musculus (Mouse),96
Arf5,P84084,ARF5_MOUSE,reviewed,ADP-ribosylation factor 5,Arf5,Mus musculus (Mouse),180
Snd1,Q78PY7,SND1_MOUSE,reviewed,Staphylococcal nuclease domain-containing protein 1 (EC 3.1.31.1) (100 kDa coactivator) (p100 co-activator),Snd1,Mus musculus (Mouse),910
Calu,O35887,CALU_MOUSE,reviewed,Calumenin (Crocalbin),Calu,Mus musculus (Mouse),315
Ahcyl2,Q68FL4,SAHH3_MOUSE,reviewed,Putative adenosylhomocysteinase 3 (AdoHcyase 3) (EC 3.3.1.1) (Long-IRBIT) (S-adenosyl-L-homocysteine hydrolase 3) (S-adenosylhomocysteine hydrolase-like protein 2),Ahcyl2,Mus musculus (Mouse),613
Klhdc10,Q6PAR0,KLD10_MOUSE,reviewed,Kelch domain-containing protein 10,Klhdc10 Kiaa0265,Mus musculus (Mouse),439
Mkln1,O89050,MKLN1_MOUSE,reviewed,Muskelin,Mkln1,Mus musculus (Mouse),735
Exoc4,O35382,EXOC4_MOUSE,reviewed,Exocyst complex component 4 (Exocyst complex component Sec8),Exoc4 Sec8 Sec8l1,Mus musculus (Mouse),975
Ubn2,Q80WC1,UBN2_MOUSE,reviewed,Ubinuclein-2,Ubn2 Kiaa2030,Mus musculus (Mouse),1314
Luc7l2,Q7TNC4,LC7L2_MOUSE,reviewed,Putative RNA-binding protein Luc7-like 2 (CGI-74 homolog),Luc7l2,Mus musculus (Mouse),392
Casp2,P29594,CASP2_MOUSE,reviewed,Caspase-2 (CASP-2) (EC 3.4.22.55) (Neural precursor cell expressed developmentally down-regulated protein 2) (NEDD-2) (Protease ICH-1) [Cleaved into: Caspase-2 subunit p18; Caspase-2 subunit p13; Caspase-2 subunit p12],Casp2 Ich1 Nedd-2 Nedd2,Mus musculus (Mouse),452
Zyx,Q62523,ZYX_MOUSE,reviewed,Zyxin,Zyx,Mus musculus (Mouse),564
Aoc1,Q8JZQ5,AOC1_MOUSE,reviewed,Amiloride-sensitive amine oxidase [copper-containing] (DAO) (Diamine oxidase) (EC 1.4.3.22) (Amiloride-binding protein 1) (Amine oxidase copper domain-containing protein 1) (Histaminase),Aoc1 Abp1,Mus musculus (Mouse),751
Evx1,P23683,EVX1_MOUSE,reviewed,Homeobox even-skipped homolog protein 1 (EVX-1),Evx1,Mus musculus (Mouse),416
